"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","_setTime_","_parseTime_","_duration_","comment","__ATR Length","__Supertrend Factor","__ATR Buffer Multiplier","__Fixed Hard Stop Distance (points)","__Use UTC Time (off=Exchange Time)","__Inputs in status line"
5407.5,0.55,-11731.5,-1.17,-4270.5,-0.43,-7461,-0.75,17436,1.74,9019.5,0.9,8416.5,0.84,29167.5,2.92,13290,1.33,15877.5,1.59,0,0,0,217925.05,21.79,8606.5,0.86,18597,1.85,1,1,1,75,35,40,1,1,0,14,7,7,61,28,33,18.67,20,17.5,-156.42,-0.14,-122.01,-0.11,-186.52,-0.17,1245.43,1.21,1288.5,1.26,1202.36,1.17,478.16,0.45,474.64,0.45,481.14,0.46,2.605,2.715,2.499,4429.5,4429.5,3017,4.47,4.47,2.9,1410.5,1410.5,887.5,1.28,1.28,0.85,49,51,47,139,145,132,28,28,28,-0.121,-0.207,0.598,0.679,0.53,0,0,0,1.1,3.5,4.8,"Changed ""Supertrend Factor"": 6.9 => 5.4.",16,5.4,2,398,true,true
7825.5,0.77,10607.5,1.06,8564.5,0.86,2043,0.2,34963.5,3.5,21143.5,2.11,13820,1.38,24356,2.44,12579,1.26,11777,1.18,0,0,0,216484.41,21.65,20816.5,2.04,6325,0.63,1,1,1,55,29,26,1,1,0,16,9,7,39,20,19,29.09,31.03,26.92,192.86,0.2,295.33,0.32,78.58,0.07,2185.22,2.13,2349.28,2.34,1974.29,1.85,624.51,0.59,628.95,0.59,619.84,0.59,3.499,3.735,3.185,6340.5,6340.5,4412,6.3,6.3,4.08,1376,1376,1099.5,1.31,1.31,1.06,78,86,69,177,172,183,37,48,27,0.117,0.325,1.436,1.681,1.173,0,0,0,3.2,3.4,6.8,"Changed all parameters randomly.",18,6.8,3,398,true,true
5499,0.56,-10931.5,-1.09,-3073,-0.31,-7858.5,-0.79,23817,2.38,12294,1.23,11523,1.15,34748.5,3.47,15367,1.54,19381.5,1.94,0,0,0,219165.78,21.92,8567,0.86,16622.5,1.66,1,1,1,98,46,52,1,1,0,24,13,11,74,33,41,24.49,28.26,21.15,-111.55,-0.1,-66.8,-0.06,-151.12,-0.14,992.38,0.96,945.69,0.91,1047.55,1.01,469.57,0.45,465.67,0.44,472.72,0.45,2.113,2.031,2.216,3235.5,3235.5,2144.5,3.26,3.26,2.23,1542.5,1542.5,1152,1.39,1.39,1.06,42,45,40,108,97,120,21,24,19,-0.115,-0.184,0.685,0.8,0.595,0,0,0,4.8,4.1,9.1,"Changed all parameters randomly.",15,4.7,2,399,true,true
5508.5,0.56,-13918.5,-1.39,-3352,-0.34,-10566.5,-1.06,23448.5,2.34,12563.5,1.26,10885,1.09,37367,3.74,15915.5,1.59,21451.5,2.15,0,0,0,219265.47,21.93,7980,0.8,19124,1.91,1,1,1,96,45,51,1,1,0,23,13,10,73,32,41,23.96,28.89,19.61,-144.98,-0.13,-74.49,-0.06,-207.19,-0.2,1019.5,0.98,966.42,0.93,1088.5,1.05,511.88,0.49,497.36,0.47,523.21,0.5,1.992,1.943,2.08,3323,3323,2144.5,3.35,3.35,2.23,1542.5,1542.5,1152,1.39,1.39,1.09,42,45,40,108,97,124,21,24,20,-0.144,-0.214,0.628,0.789,0.507,0,0,0,1.1,3.4,4.7,"Changed ""ATR Length"": 15 => 18.",18,4.7,2,399,true,true
5549.5,0.56,-15477,-1.55,-3074,-0.31,-12403,-1.24,24767.5,2.48,13828,1.38,10939.5,1.09,40244.5,4.02,16902,1.69,23342.5,2.33,0,0,0,218596,21.86,7674,0.77,21487.5,2.14,1,1,1,97,46,51,1,1,0,24,14,10,73,32,41,24.74,30.43,19.61,-159.56,-0.15,-66.83,-0.05,-243.2,-0.23,1031.98,1,987.71,0.96,1093.95,1.05,551.29,0.52,528.19,0.5,569.33,0.54,1.872,1.87,1.921,4429.5,4429.5,2169,4.47,4.47,2.25,1542.5,1542.5,1152,1.39,1.39,1.09,42,45,39,109,99,123,20,21,18,-0.148,-0.215,0.615,0.818,0.469,0,0,0,1.1,3.4,4.7,"Changed ""ATR Length"": 18 => 20.",20,4.7,2,399,true,true
7904.5,0.78,8686.5,0.87,9956.5,1,-1270,-0.13,34859,3.49,23473,2.35,11386,1.14,26172.5,2.62,13516.5,1.35,12656,1.27,0,0,0,217678.4,21.77,18860.5,1.85,6635,0.66,1,1,1,57,31,26,1,1,0,17,11,6,40,20,20,29.82,35.48,23.08,152.39,0.16,321.18,0.34,-48.85,-0.05,2050.53,2,2133.91,2.11,1897.67,1.79,654.31,0.62,675.83,0.63,632.8,0.6,3.134,3.157,2.999,6340.5,6340.5,4412,6.3,6.3,4.08,1468,1468,1099.5,1.4,1.4,1.06,77,83,69,174,170,182,36,36,36,0.102,0.274,1.332,1.737,0.9,0,0,0,3.1,3.6,7,"Changed all parameters randomly.",18,6.7,3,399,true,true
7536.5,0.74,14401.5,1.44,9078,0.91,5323.5,0.53,25251,2.53,14473,1.45,10778,1.08,10849.5,1.08,5395,0.54,5454.5,0.55,0,0,0,214393.19,21.44,26235.5,2.56,3676.5,0.37,1,1,1,43,22,21,1,1,0,11,6,5,32,16,16,25.58,27.27,23.81,334.92,0.32,412.64,0.41,253.5,0.22,2295.55,2.19,2412.17,2.35,2155.6,2,339.05,0.33,337.19,0.32,340.91,0.33,6.771,7.154,6.323,6591.5,6591.5,4811,6.33,6.33,4.43,950,950,600.5,0.91,0.91,0.62,57,53,60,141,123,163,28,27,28,0.162,0.784,2.327,2.683,1.976,0,0,0,4.8,4.1,9,"Changed ""ATR Length"": 16 => 14.",14,6.9,1.5,398,true,true
5431,0.55,-6246,-0.62,-1527,-0.15,-4719,-0.47,18954,1.9,9678,0.97,9276,0.93,25200,2.52,11205,1.12,13995,1.4,0,0,0,218171.41,21.82,10272,1.03,15716.5,1.56,1,1,1,85,40,45,1,1,0,19,10,9,66,30,36,22.35,25,20,-73.48,-0.07,-38.17,-0.03,-104.87,-0.1,997.58,0.96,967.8,0.94,1030.67,0.99,381.82,0.36,373.5,0.35,388.75,0.37,2.613,2.591,2.651,4429.5,4429.5,2264.5,4.47,4.47,2.35,1410.5,1410.5,887.5,1.28,1.28,0.85,39,39,39,112,102,124,18,18,18,-0.059,-0.113,0.752,0.864,0.663,0,0,0,1.1,4,5.3,"Changed ""Supertrend Factor"": 6.9 => 4.8.",14,4.8,1.5,398,true,true
0,0,-15235,-1.52,-6880,-0.69,-8355,-0.84,13849.5,1.38,5921.5,0.59,7928,0.79,29084.5,2.91,12801.5,1.28,16283,1.63,0,0,0,217023.8,21.7,5542,0.56,18652,1.86,1,1,1,87,41,46,0,0,0,17,9,8,70,32,38,19.54,21.95,17.39,-175.11,-0.17,-167.8,-0.16,-181.63,-0.17,814.68,0.78,657.94,0.62,991,0.96,415.49,0.4,400.05,0.38,428.5,0.41,1.961,1.645,2.313,2264.5,1728,2264.5,2.35,1.61,2.35,1410.5,1410.5,1152,1.28,1.28,1.06,36,36,37,108,93,125,19,20,18,-0.375,-0.422,0.476,0.463,0.487,0,0,0,1.1,3.5,4.7,"Changed ""ATR Length"": 14 => 20.",20,4.8,1.5,398,true,true
5310.5,0.53,899,0.09,8907.5,0.89,-8008.5,-0.8,41013,4.1,29248.5,2.92,11764.5,1.18,40114,4.01,20341,2.03,19773,1.98,0,0,0,222087.23,22.21,14615,1.45,16376.5,1.62,1,1,1,62,34,28,1,1,0,22,12,10,40,22,18,35.48,35.29,35.71,14.5,0.03,261.99,0.28,-286.02,-0.28,1864.23,1.81,2437.38,2.4,1176.45,1.11,1002.85,0.95,924.59,0.87,1098.5,1.05,1.859,2.636,1.071,6340.5,6340.5,2484,6.3,6.3,2.3,2095.5,1925.5,2095.5,2.05,1.83,2.05,98,104,91,168,178,157,59,63,55,0.018,0.034,1.022,1.438,0.595,0,0,0,4.6,3.6,8.9,"Changed all parameters randomly.",17,6.7,5,398,true,true
0,0,-15018,-1.5,-9105.5,-0.91,-5912.5,-0.59,13920,1.39,4870,0.49,9050,0.91,28938,2.89,13975.5,1.4,14962.5,1.5,0,0,0,216840.51,21.68,5796.5,0.59,15897,1.59,1,1,1,69,33,36,0,0,0,12,5,7,57,28,29,17.39,15.15,19.44,-217.65,-0.21,-275.92,-0.26,-164.24,-0.16,1160,1.1,974,0.93,1292.86,1.23,507.68,0.48,499.13,0.47,515.95,0.49,2.285,1.951,2.506,3007,2359,3007,2.89,2.2,2.89,1287.5,1287.5,887.5,1.18,1.18,0.85,52,53,51,152,159,146,31,34,28,-0.301,-0.366,0.481,0.348,0.605,0,0,0,3,3.4,6.6,"Changed all parameters randomly.",18,5.6,2,398,true,true
5311.5,0.53,7872.5,0.79,9914,0.99,-2041.5,-0.2,45857,4.59,29549.5,2.95,16307.5,1.63,37984.5,3.8,19635.5,1.96,18349,1.83,0,0,0,219186.77,21.92,16129.5,1.59,11821.5,1.17,1,1,1,62,34,28,1,1,0,21,11,10,41,23,18,33.87,32.35,35.71,126.98,0.13,291.59,0.31,-72.91,-0.08,2183.67,2.12,2686.32,2.64,1630.75,1.54,926.45,0.88,853.72,0.8,1019.39,0.99,2.357,3.147,1.6,6340.5,6340.5,4811,6.3,6.3,4.43,2301,2215.5,2301,2.21,2.1,2.21,93,96,90,176,174,178,51,58,41,0.07,0.143,1.207,1.505,0.889,0,0,0,3.1,3.5,6.8,"Changed all parameters randomly.",16,7.2,5,398,true,true
5488,0.55,-7194.5,-0.72,-2350,-0.23,-4844.5,-0.48,24720,2.47,11301.5,1.13,13418.5,1.34,31914.5,3.19,13651.5,1.37,18263,1.83,0,0,0,219050.36,21.91,11384.5,1.14,15603,1.55,1,1,1,93,43,50,1,1,0,23,12,11,70,31,39,24.73,27.91,22,-77.36,-0.07,-54.65,-0.05,-96.89,-0.09,1074.78,1.03,941.79,0.91,1219.86,1.16,455.92,0.43,440.37,0.42,468.28,0.45,2.357,2.139,2.605,3235.5,3235.5,2144.5,3.26,3.26,2.23,1542.5,1542.5,1152,1.39,1.39,1.06,44,44,44,108,93,123,23,24,21,-0.067,-0.114,0.775,0.828,0.735,0,0,0,3.3,4.3,7.7,"Changed all parameters randomly.",14,4.7,2,398,true,true
0,0,-11268,-1.13,-2544.5,-0.25,-8723.5,-0.87,14940.5,1.49,9289,0.93,5651.5,0.57,26208.5,2.62,11833.5,1.18,14375,1.44,0,0,0,216945.25,21.69,5880,0.59,16119.5,1.61,1,1,1,61,30,31,0,0,0,8,4,4,53,26,27,13.11,13.33,12.9,-184.72,-0.18,-84.82,-0.07,-281.4,-0.28,1867.56,1.79,2322.25,2.26,1412.88,1.32,494.5,0.47,455.13,0.43,532.41,0.51,3.777,5.102,2.654,2682,2682,2680.5,2.58,2.52,2.58,1248,996.5,1248,1.19,0.95,1.19,46,55,37,159,181,137,29,35,22,-0.257,-0.343,0.57,0.785,0.393,0,0,0,1.1,3.4,4.7,"Changed ""Supertrend Factor"": 4.7 => 6.2.",14,6.2,2,398,true,true
5310,0.54,-13533,-1.35,-2804,-0.28,-10729,-1.07,34773,3.48,19352.5,1.94,15420.5,1.54,48306,4.83,22156.5,2.22,26149.5,2.61,0,0,0,222081.97,22.21,10294.5,1.04,21491.5,2.14,1,1,1,72,37,35,1,1,0,22,11,11,50,26,24,30.56,29.73,31.43,-187.96,-0.18,-75.78,-0.06,-306.54,-0.3,1580.59,1.51,1759.32,1.7,1401.86,1.32,966.12,0.92,852.17,0.8,1089.56,1.05,1.636,2.065,1.287,5049.5,5049.5,3748.5,4.78,4.78,3.48,2523,2523,2301,2.38,2.38,2.27,87,90,84,163,174,152,54,54,53,-0.099,-0.155,0.72,0.873,0.59,0,0,0,1.5,4.3,6,"Changed ""ATR Buffer Multiplier"": 2 => 5.",14,6.2,5,398,true,true
0,0,-11268,-1.13,-2544.5,-0.25,-8723.5,-0.87,14940.5,1.49,9289,0.93,5651.5,0.57,26208.5,2.62,11833.5,1.18,14375,1.44,0,0,0,217228.03,21.72,5880,0.59,16119.5,1.61,1,1,1,61,30,31,0,0,0,8,4,4,53,26,27,13.11,13.33,12.9,-184.72,-0.18,-84.82,-0.07,-281.4,-0.28,1867.56,1.79,2322.25,2.26,1412.88,1.32,494.5,0.47,455.13,0.43,532.41,0.51,3.777,5.102,2.654,2682,2682,2680.5,2.58,2.52,2.58,1248,996.5,1248,1.19,0.95,1.19,46,55,37,159,181,137,29,35,22,-0.257,-0.343,0.57,0.785,0.393,0,0,0,1.2,3.6,5.1,"Changed ""ATR Buffer Multiplier"": 5 => 2.",14,6.2,2,398,true,true
5502,0.56,-14574,-1.46,-1433,-0.14,-13141,-1.31,29731.5,2.97,18292.5,1.83,11439,1.14,44305.5,4.43,19725.5,1.97,24580,2.46,0,0,0,222108.27,22.21,7208,0.72,19976,1.99,1,1,1,116,57,59,1,1,0,22,14,8,94,43,51,18.97,24.56,13.56,-125.64,-0.12,-25.14,-0.01,-222.73,-0.21,1351.43,1.3,1306.61,1.27,1429.88,1.36,471.34,0.45,458.73,0.43,481.96,0.46,2.867,2.848,2.967,3748.5,3238.5,3748.5,3.48,3.26,3.48,1275,1217.5,1275,1.19,1.19,1.18,38,41,36,101,101,100,24,22,26,-0.134,-0.211,0.671,0.927,0.465,0,0,0,1.2,3.5,4.9,"Changed ""Supertrend Factor"": 6.2 => 4.",14,4,2,398,true,true
4918,0.5,-20769.5,-2.08,-3967,-0.4,-16802.5,-1.68,36029.5,3.6,20180.5,2.02,15849,1.58,56799,5.68,24147.5,2.41,32651.5,3.27,0,0,0,224458.4,22.45,8358.5,0.83,27699.5,2.75,1,1,1,117,57,60,1,1,0,32,19,13,85,38,47,27.35,33.33,21.67,-177.52,-0.16,-69.6,-0.06,-280.04,-0.27,1125.92,1.09,1062.13,1.03,1219.15,1.16,668.22,0.64,635.46,0.6,694.71,0.66,1.685,1.671,1.755,3703,3703,3329.5,3.74,3.74,3.11,2057,1526.5,2057,1.92,1.44,1.92,50,52,48,96,96,97,33,31,34,-0.188,-0.252,0.634,0.836,0.485,0,0,0,3.7,3.5,7.3,"Changed ""ATR Buffer Multiplier"": 2 => 3.",14,4,3,398,true,true
4924,0.5,-16702.5,-1.67,-2633.5,-0.26,-14069,-1.41,37543.5,3.75,20160,2.02,17383.5,1.74,54246,5.42,22793.5,2.28,31452.5,3.15,0,0,0,224521.61,22.45,8781.5,0.87,24055.5,2.39,1,1,1,117,57,60,1,1,0,34,21,13,83,36,47,29.06,36.84,21.67,-142.76,-0.13,-46.2,-0.03,-234.48,-0.22,1104.22,1.06,960,0.93,1337.19,1.28,653.57,0.62,633.15,0.6,669.2,0.64,1.69,1.516,1.998,3703,3703,3329.5,3.74,3.74,3.11,2057,1526.5,2057,1.92,1.44,1.92,50,53,47,96,92,102,31,30,32,-0.153,-0.211,0.692,0.884,0.553,0,0,0,3.1,3.4,6.6,"Changed ""ATR Length"": 14 => 19.",19,4,3,398,true,true
4951.5,0.5,-18421.5,-1.84,-2709.5,-0.27,-15712,-1.57,45174,4.52,26282.5,2.63,18891.5,1.89,63595.5,6.36,28992,2.9,34603.5,3.46,0,0,0,226782.09,22.68,8541.5,0.85,25382,2.52,1,1,1,119,59,60,1,1,0,36,21,15,83,38,45,30.25,35.59,25,-154.8,-0.14,-45.92,-0.03,-261.87,-0.25,1254.83,1.21,1251.55,1.22,1259.43,1.2,766.21,0.73,762.95,0.72,768.97,0.73,1.638,1.64,1.638,4795.5,4795.5,3329.5,4.9,4.9,3.11,2782,1864.5,2782,2.61,1.81,2.61,55,58,52,98,97,100,37,37,36,-0.136,-0.184,0.71,0.907,0.546,0,0,0,2.9,3.5,6.5,"Changed ""ATR Buffer Multiplier"": 3 => 4.",19,4,4,398,true,true
5249,0.53,-18701.5,-1.87,-4932,-0.49,-13769.5,-1.38,27866.5,2.79,14924.5,1.49,12942,1.29,46568,4.66,19856.5,1.99,26711.5,2.67,0,0,0,219637.98,21.96,7976.5,0.81,25039.5,2.49,1,1,1,88,42,46,1,1,0,21,12,9,67,30,37,23.86,28.57,19.57,-212.52,-0.2,-117.43,-0.1,-299.34,-0.29,1326.98,1.28,1243.71,1.21,1438,1.37,695.04,0.66,661.88,0.62,721.93,0.69,1.909,1.879,1.992,4294.5,4294.5,3748.5,4.33,4.33,3.48,1680,1680,1647.5,1.52,1.52,1.52,58,58,57,126,117,139,36,35,37,-0.177,-0.251,0.598,0.752,0.485,0,0,0,3.2,3.5,6.9,"Changed all parameters randomly.",20,5.1,3,398,true,true
4930,0.5,-21268.5,-2.13,-5197,-0.52,-16071.5,-1.61,30929.5,3.09,15714,1.57,15215.5,1.52,52198,5.22,20911,2.09,31287,3.13,0,0,0,222723.58,22.27,7200.5,0.72,26892,2.68,1,1,1,89,43,46,1,1,0,25,13,12,64,30,34,28.09,30.23,26.09,-238.97,-0.22,-120.86,-0.1,-349.38,-0.34,1237.18,1.2,1208.77,1.19,1267.96,1.21,815.59,0.78,697.03,0.66,920.21,0.89,1.517,1.734,1.378,4854.5,4854.5,3329.5,4.92,4.92,3.11,2429.5,1945.5,2429.5,2.26,1.83,2.26,68,69,66,126,119,134,45,47,43,-0.201,-0.271,0.593,0.751,0.486,0,0,0,1.5,4.3,5.9,"Changed ""ATR Buffer Multiplier"": 3 => 4.",20,5.1,4,398,true,true
7093.5,0.7,8006,0.8,10214.5,1.02,-2208.5,-0.22,37796,3.78,25364.5,2.54,12431.5,1.24,29790,2.98,15150,1.52,14640,1.46,0,0,0,217468.93,21.75,18291,1.8,8176.5,0.81,1,1,1,53,29,24,1,1,0,16,10,6,37,19,18,30.19,34.48,25,151.06,0.15,352.22,0.37,-92.02,-0.11,2362.25,2.28,2536.45,2.49,2071.92,1.93,805.14,0.77,797.37,0.75,813.33,0.78,2.934,3.181,2.547,6534,6534,4412,6.78,6.78,4.08,1738.5,1738.5,1400,1.65,1.65,1.35,90,100,78,174,175,172,54,61,47,0.086,0.204,1.269,1.674,0.849,0,0,0,1.1,4,5.2,"Changed ""Supertrend Factor"": 5.1 => 7.5.",20,7.5,4,398,true,true
5322.5,0.55,-26156,-2.62,-9149,-0.91,-17007,-1.7,30074,3.01,15197,1.52,14877,1.49,56230,5.62,24346,2.43,31884,3.19,0,0,0,223323.12,22.33,6955.5,0.69,31119,3.1,1,1,1,106,51,55,1,1,0,26,13,13,80,38,42,24.53,25.49,23.64,-246.75,-0.23,-179.39,-0.16,-309.22,-0.3,1156.69,1.11,1169,1.14,1144.38,1.09,702.88,0.67,640.68,0.6,759.14,0.73,1.646,1.825,1.507,3748.5,3078.5,3748.5,3.48,3.1,3.48,1712.5,1535.5,1712.5,1.64,1.41,1.64,51,51,51,116,105,127,30,33,27,-0.231,-0.293,0.535,0.624,0.467,0,0,0,3.4,3.4,7,"Changed all parameters randomly.",18,4.6,3,398,true,true
0,0,10951.5,1.1,11658,1.17,-706.5,-0.07,30296.5,3.03,21169,2.12,9127.5,0.91,19345,1.93,9511,0.95,9834,0.98,0,0,0,214826.88,21.48,13602,1.34,6327.5,0.63,1,1,1,54,28,26,0,0,0,14,9,5,40,19,21,25.93,32.14,19.23,202.81,0.2,416.36,0.42,-27.17,-0.04,2164.04,2.08,2352.11,2.3,1825.5,1.69,483.63,0.46,500.58,0.47,468.29,0.45,4.475,4.699,3.898,6340.5,6340.5,4560.5,6.3,6.3,4.21,1287.5,1287.5,839,1.17,1.17,0.8,59,73,44,141,139,145,31,42,20,0.074,0.213,1.566,2.226,0.928,0,0,0,3.4,3.7,7.6,"Changed all parameters randomly.",16,6.6,2,398,true,true
5516.5,0.55,5623,0.56,8128,0.81,-2505,-0.25,33767.5,3.38,22352,2.24,11415.5,1.14,28144.5,2.81,14224,1.42,13920.5,1.39,0,0,0,217840.74,21.78,15259,1.51,6941,0.69,1,1,1,59,32,27,1,1,0,17,11,6,42,21,21,28.81,34.38,22.22,95.31,0.1,254,0.26,-92.78,-0.1,1986.32,1.91,2032,1.97,1902.58,1.79,670.11,0.64,677.33,0.64,662.88,0.64,2.964,3,2.87,6340.5,6340.5,4412,6.3,6.3,4.08,1468,1468,1089,1.4,1.4,1.13,77,85,67,171,164,182,39,43,34,0.062,0.152,1.2,1.571,0.82,0,0,0,1.2,3.5,4.8,"Changed ""ATR Buffer Multiplier"": 2 => 3.",16,6.6,3,398,true,true
5286.5,0.53,-11104.5,-1.11,-697.5,-0.07,-10407,-1.04,31414.5,3.14,17977.5,1.8,13437,1.34,42519,4.25,18675,1.87,23844,2.38,0,0,0,222944.47,22.29,7535,0.75,17020,1.69,1,1,1,116,57,59,1,1,0,26,16,10,90,41,49,22.41,28.07,16.95,-95.73,-0.09,-12.24,0,-176.39,-0.17,1208.25,1.17,1123.59,1.09,1343.7,1.28,472.43,0.45,455.49,0.43,486.61,0.47,2.558,2.467,2.761,3748.5,3348,3748.5,3.48,3.37,3.48,1275,1217.5,1275,1.19,1.19,1.18,39,42,36,96,95,97,22,21,23,-0.105,-0.17,0.739,0.963,0.564,0,0,0,4.4,3.4,7.9,"Changed all parameters randomly.",18,4,2,399,true,true
5289,0.54,-14813.5,-1.48,-2046.5,-0.2,-12767,-1.28,29771,2.98,17443.5,1.74,12327.5,1.23,44584.5,4.46,19490,1.95,25094.5,2.51,0,0,0,222970.76,22.3,7217.5,0.72,20411.5,2.03,1,1,1,118,58,60,1,1,0,24,15,9,94,43,51,20.34,25.86,15,-125.54,-0.12,-35.28,-0.02,-212.78,-0.2,1240.46,1.2,1162.9,1.13,1369.72,1.31,474.3,0.45,453.26,0.43,492.05,0.47,2.615,2.566,2.784,3748.5,3266.5,3748.5,3.48,3.29,3.48,1275,1217.5,1275,1.19,1.19,1.18,38,41,35,95,96,94,23,22,25,-0.142,-0.219,0.668,0.895,0.491,0,0,0,3.1,3.5,6.7,"Changed ""ATR Length"": 18 => 16.",16,4,2,399,true,true
5509.5,0.55,-3073.5,-0.31,2550,0.26,-5623.5,-0.56,32465,3.25,19182.5,1.92,13282.5,1.33,35538.5,3.55,16632.5,1.66,18906,1.89,0,0,0,220398.73,22.04,12178.5,1.21,11427,1.14,1,1,1,70,35,35,1,1,0,17,9,8,53,26,27,24.29,25.71,22.86,-43.91,-0.04,72.86,0.07,-160.67,-0.16,1909.71,1.83,2131.39,2.04,1660.31,1.59,670.54,0.64,639.71,0.61,700.22,0.68,2.848,3.332,2.371,5537.5,5537.5,2661.5,5.26,5.26,2.53,1542.5,1542.5,1306,1.39,1.39,1.25,67,69,64,167,177,156,34,32,36,-0.012,-0.024,0.914,1.153,0.703,0,0,0,2.8,3.3,6.3,"Changed all parameters randomly.",14,5.8,3,399,true,true
5643.5,0.57,-14927.5,-1.49,-3618,-0.36,-11309.5,-1.13,22718,2.27,12293.5,1.23,10424.5,1.04,37645.5,3.76,15911.5,1.59,21734,2.17,0,0,0,220682.05,22.07,6810.5,0.69,18821,1.88,1,1,1,99,46,53,1,1,0,23,13,10,76,33,43,23.23,28.26,18.87,-150.78,-0.14,-78.65,-0.07,-213.39,-0.2,987.74,0.95,945.65,0.91,1042.45,1.01,495.34,0.47,482.17,0.45,505.44,0.48,1.994,1.961,2.062,3235.5,3235.5,2144.5,3.26,3.26,2.23,1542.5,1542.5,1356,1.39,1.39,1.36,41,44,39,107,97,119,21,23,20,-0.157,-0.24,0.603,0.773,0.48,0,0,0,4,3.5,7.7,"Changed all parameters randomly.",16,4.6,2,400,true,true
5547.5,0.55,4274.5,0.43,8297,0.83,-4022.5,-0.4,31396.5,3.14,22396.5,2.24,9000,0.9,27122,2.71,14099.5,1.41,13022.5,1.3,0,0,0,218882.86,21.89,14828.5,1.47,7967,0.79,1,1,1,59,32,27,1,1,0,18,11,7,41,21,20,30.51,34.38,25.93,72.45,0.08,259.28,0.27,-148.98,-0.14,1744.25,1.69,2036.05,1.98,1285.71,1.22,661.51,0.63,671.4,0.63,651.13,0.62,2.637,3.033,1.975,6340.5,6340.5,2547.5,6.3,6.3,2.45,1468,1468,1099.5,1.4,1.4,1.06,76,85,66,159,164,150,40,43,36,0.052,0.123,1.158,1.588,0.691,0,0,0,3.2,3.5,6.9,"Changed all parameters randomly.",19,6.5,3,400,true,true
0,0,5989,0.6,12839.5,1.28,-6850.5,-0.69,25596.5,2.56,21405,2.14,4191.5,0.42,19607.5,1.96,8565.5,0.86,11042,1.1,0,0,0,215945.06,21.59,9443.5,0.94,9755.5,0.97,1,1,1,53,27,26,0,0,0,14,9,5,39,18,21,26.42,33.33,19.23,113,0.12,475.54,0.48,-263.48,-0.26,1828.32,1.77,2378.33,2.33,838.3,0.78,502.76,0.48,475.86,0.45,525.81,0.5,3.637,4.998,1.594,6340.5,6340.5,2478.5,6.3,6.3,2.26,996.5,996.5,839,0.95,0.95,0.81,58,77,39,139,138,140,29,46,15,0.024,0.06,1.305,2.499,0.38,0,0,0,1,3.3,4.5,"Changed ""ATR Buffer Multiplier"": 3 => 2.",19,6.5,2,400,true,true
5688.5,0.57,-10132.5,-1.01,-28.5,0,-10104,-1.01,24821.5,2.48,14556,1.46,10265.5,1.03,34954,3.5,14584.5,1.46,20369.5,2.04,0,0,0,221154.24,22.12,8027,0.81,15831,1.58,1,1,1,93,45,48,1,1,0,23,14,9,70,31,39,24.73,31.11,18.75,-108.95,-0.1,-0.63,0.01,-210.5,-0.2,1079.2,1.04,1039.71,1.01,1140.61,1.1,499.34,0.47,470.47,0.44,522.29,0.5,2.161,2.21,2.184,4429.5,4429.5,2221.5,4.47,4.47,2.25,1542.5,1542.5,1152,1.39,1.39,1.06,43,46,41,111,104,123,21,20,21,-0.095,-0.159,0.71,0.998,0.504,0,0,0,3.1,3.4,6.7,"Changed all parameters randomly.",18,4.8,2,399,true,true
